id,original_title,runtime,title,genre_id,genre_name
2454,The Chronicles of Narnia: Prince Caspian,150.0,The Chronicles of Narnia: Prince Caspian,12,Adventure
2454,The Chronicles of Narnia: Prince Caspian,150.0,The Chronicles of Narnia: Prince Caspian,10751,Family
2454,The Chronicles of Narnia: Prince Caspian,150.0,The Chronicles of Narnia: Prince Caspian,14,Fantasy
24428,The Avengers,143.0,The Avengers,878,Science Fiction
24428,The Avengers,143.0,The Avengers,28,Action
24428,The Avengers,143.0,The Avengers,12,Adventure
1865,Pirates of the Caribbean: On Stranger Tides,136.0,Pirates of the Caribbean: On Stranger Tides,12,Adventure
1865,Pirates of the Caribbean: On Stranger Tides,136.0,Pirates of the Caribbean: On Stranger Tides,28,Action
1865,Pirates of the Caribbean: On Stranger Tides,136.0,Pirates of the Caribbean: On Stranger Tides,14,Fantasy
41154,Men in Black 3,106.0,Men in Black 3,28,Action
41154,Men in Black 3,106.0,Men in Black 3,35,Comedy
41154,Men in Black 3,106.0,Men in Black 3,878,Science Fiction
122917,The Hobbit: The Battle of the Five Armies,144.0,The Hobbit: The Battle of the Five Armies,28,Action
122917,The Hobbit: The Battle of the Five Armies,144.0,The Hobbit: The Battle of the Five Armies,12,Adventure
122917,The Hobbit: The Battle of the Five Armies,144.0,The Hobbit: The Battle of the Five Armies,14,Fantasy
1930,The Amazing Spider-Man,136.0,The Amazing Spider-Man,28,Action
1930,The Amazing Spider-Man,136.0,The Amazing Spider-Man,12,Adventure
1930,The Amazing Spider-Man,136.0,The Amazing Spider-Man,14,Fantasy
20662,Robin Hood,140.0,Robin Hood,28,Action
20662,Robin Hood,140.0,Robin Hood,12,Adventure
57158,The Hobbit: The Desolation of Smaug,161.0,The Hobbit: The Desolation of Smaug,12,Adventure
57158,The Hobbit: The Desolation of Smaug,161.0,The Hobbit: The Desolation of Smaug,14,Fantasy
2268,The Golden Compass,113.0,The Golden Compass,12,Adventure
2268,The Golden Compass,113.0,The Golden Compass,14,Fantasy
254,King Kong,187.0,King Kong,12,Adventure
254,King Kong,187.0,King Kong,18,Drama
254,King Kong,187.0,King Kong,28,Action
597,Titanic,194.0,Titanic,18,Drama
597,Titanic,194.0,Titanic,10749,Romance
597,Titanic,194.0,Titanic,53,Thriller
271110,Captain America: Civil War,147.0,Captain America: Civil War,12,Adventure
271110,Captain America: Civil War,147.0,Captain America: Civil War,28,Action
271110,Captain America: Civil War,147.0,Captain America: Civil War,878,Science Fiction
44833,Battleship,131.0,Battleship,53,Thriller
44833,Battleship,131.0,Battleship,28,Action
44833,Battleship,131.0,Battleship,12,Adventure
44833,Battleship,131.0,Battleship,878,Science Fiction
135397,Jurassic World,124.0,Jurassic World,28,Action
135397,Jurassic World,124.0,Jurassic World,12,Adventure
135397,Jurassic World,124.0,Jurassic World,878,Science Fiction
135397,Jurassic World,124.0,Jurassic World,53,Thriller
37724,Skyfall,143.0,Skyfall,28,Action
37724,Skyfall,143.0,Skyfall,12,Adventure
37724,Skyfall,143.0,Skyfall,53,Thriller
558,Spider-Man 2,127.0,Spider-Man 2,28,Action
558,Spider-Man 2,127.0,Spider-Man 2,12,Adventure
558,Spider-Man 2,127.0,Spider-Man 2,14,Fantasy
68721,Iron Man 3,130.0,Iron Man 3,28,Action
68721,Iron Man 3,130.0,Iron Man 3,12,Adventure
68721,Iron Man 3,130.0,Iron Man 3,878,Science Fiction
12155,Alice in Wonderland,108.0,Alice in Wonderland,10751,Family
12155,Alice in Wonderland,108.0,Alice in Wonderland,14,Fantasy
12155,Alice in Wonderland,108.0,Alice in Wonderland,12,Adventure
36668,X-Men: The Last Stand,104.0,X-Men: The Last Stand,12,Adventure
36668,X-Men: The Last Stand,104.0,X-Men: The Last Stand,28,Action
36668,X-Men: The Last Stand,104.0,X-Men: The Last Stand,878,Science Fiction
36668,X-Men: The Last Stand,104.0,X-Men: The Last Stand,53,Thriller
62211,Monsters University,104.0,Monsters University,16,Animation
62211,Monsters University,104.0,Monsters University,10751,Family
8373,Transformers: Revenge of the Fallen,150.0,Transformers: Revenge of the Fallen,878,Science Fiction
8373,Transformers: Revenge of the Fallen,150.0,Transformers: Revenge of the Fallen,28,Action
8373,Transformers: Revenge of the Fallen,150.0,Transformers: Revenge of the Fallen,12,Adventure
91314,Transformers: Age of Extinction,165.0,Transformers: Age of Extinction,878,Science Fiction
91314,Transformers: Age of Extinction,165.0,Transformers: Age of Extinction,28,Action
91314,Transformers: Age of Extinction,165.0,Transformers: Age of Extinction,12,Adventure
68728,Oz: The Great and Powerful,130.0,Oz: The Great and Powerful,14,Fantasy
68728,Oz: The Great and Powerful,130.0,Oz: The Great and Powerful,12,Adventure
68728,Oz: The Great and Powerful,130.0,Oz: The Great and Powerful,10751,Family
102382,The Amazing Spider-Man 2,142.0,The Amazing Spider-Man 2,28,Action
102382,The Amazing Spider-Man 2,142.0,The Amazing Spider-Man 2,12,Adventure
102382,The Amazing Spider-Man 2,142.0,The Amazing Spider-Man 2,14,Fantasy
20526,TRON: Legacy,125.0,TRON: Legacy,12,Adventure
20526,TRON: Legacy,125.0,TRON: Legacy,28,Action
20526,TRON: Legacy,125.0,TRON: Legacy,878,Science Fiction
49013,Cars 2,106.0,Cars 2,16,Animation
49013,Cars 2,106.0,Cars 2,10751,Family
49013,Cars 2,106.0,Cars 2,12,Adventure
49013,Cars 2,106.0,Cars 2,35,Comedy
44912,Green Lantern,114.0,Green Lantern,12,Adventure
44912,Green Lantern,114.0,Green Lantern,28,Action
44912,Green Lantern,114.0,Green Lantern,53,Thriller
44912,Green Lantern,114.0,Green Lantern,878,Science Fiction
10193,Toy Story 3,103.0,Toy Story 3,16,Animation
10193,Toy Story 3,103.0,Toy Story 3,10751,Family
10193,Toy Story 3,103.0,Toy Story 3,35,Comedy
534,Terminator Salvation,115.0,Terminator Salvation,28,Action
534,Terminator Salvation,115.0,Terminator Salvation,878,Science Fiction
534,Terminator Salvation,115.0,Terminator Salvation,53,Thriller
168259,Furious 7,137.0,Furious 7,28,Action
72190,World War Z,116.0,World War Z,28,Action
72190,World War Z,116.0,World War Z,18,Drama
72190,World War Z,116.0,World War Z,27,Horror
72190,World War Z,116.0,World War Z,878,Science Fiction
72190,World War Z,116.0,World War Z,53,Thriller
127585,X-Men: Days of Future Past,131.0,X-Men: Days of Future Past,28,Action
127585,X-Men: Days of Future Past,131.0,X-Men: Days of Future Past,12,Adventure
127585,X-Men: Days of Future Past,131.0,X-Men: Days of Future Past,14,Fantasy
127585,X-Men: Days of Future Past,131.0,X-Men: Days of Future Past,878,Science Fiction
54138,Star Trek Into Darkness,132.0,Star Trek Into Darkness,28,Action
54138,Star Trek Into Darkness,132.0,Star Trek Into Darkness,12,Adventure
54138,Star Trek Into Darkness,132.0,Star Trek Into Darkness,878,Science Fiction
81005,Jack the Giant Slayer,114.0,Jack the Giant Slayer,28,Action
81005,Jack the Giant Slayer,114.0,Jack the Giant Slayer,10751,Family
81005,Jack the Giant Slayer,114.0,Jack the Giant Slayer,14,Fantasy
64682,The Great Gatsby,143.0,The Great Gatsby,18,Drama
64682,The Great Gatsby,143.0,The Great Gatsby,10749,Romance
9543,Prince of Persia: The Sands of Time,116.0,Prince of Persia: The Sands of Time,12,Adventure
9543,Prince of Persia: The Sands of Time,116.0,Prince of Persia: The Sands of Time,14,Fantasy
9543,Prince of Persia: The Sands of Time,116.0,Prince of Persia: The Sands of Time,28,Action
9543,Prince of Persia: The Sands of Time,116.0,Prince of Persia: The Sands of Time,10749,Romance
68726,Pacific Rim,131.0,Pacific Rim,28,Action
68726,Pacific Rim,131.0,Pacific Rim,878,Science Fiction
68726,Pacific Rim,131.0,Pacific Rim,12,Adventure
38356,Transformers: Dark of the Moon,154.0,Transformers: Dark of the Moon,28,Action
38356,Transformers: Dark of the Moon,154.0,Transformers: Dark of the Moon,878,Science Fiction
38356,Transformers: Dark of the Moon,154.0,Transformers: Dark of the Moon,12,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,122.0,Indiana Jones and the Kingdom of the Crystal Skull,12,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,122.0,Indiana Jones and the Kingdom of the Crystal Skull,28,Action
105864,The Good Dinosaur,93.0,The Good Dinosaur,12,Adventure
105864,The Good Dinosaur,93.0,The Good Dinosaur,16,Animation
105864,The Good Dinosaur,93.0,The Good Dinosaur,10751,Family
62177,Brave,93.0,Brave,16,Animation
62177,Brave,93.0,Brave,12,Adventure
62177,Brave,93.0,Brave,35,Comedy
62177,Brave,93.0,Brave,10751,Family
62177,Brave,93.0,Brave,28,Action
62177,Brave,93.0,Brave,14,Fantasy
188927,Star Trek Beyond,122.0,Star Trek Beyond,28,Action
188927,Star Trek Beyond,122.0,Star Trek Beyond,12,Adventure
188927,Star Trek Beyond,122.0,Star Trek Beyond,878,Science Fiction
10681,WALL·E,98.0,WALL·E,16,Animation
10681,WALL·E,98.0,WALL·E,10751,Family
5174,Rush Hour 3,91.0,Rush Hour 3,28,Action
5174,Rush Hour 3,91.0,Rush Hour 3,35,Comedy
5174,Rush Hour 3,91.0,Rush Hour 3,80,Crime
5174,Rush Hour 3,91.0,Rush Hour 3,53,Thriller
14161,2012,158.0,2012,28,Action
14161,2012,158.0,2012,12,Adventure
14161,2012,158.0,2012,878,Science Fiction
17979,A Christmas Carol,96.0,A Christmas Carol,16,Animation
17979,A Christmas Carol,96.0,A Christmas Carol,18,Drama
76757,Jupiter Ascending,124.0,Jupiter Ascending,878,Science Fiction
76757,Jupiter Ascending,124.0,Jupiter Ascending,14,Fantasy
76757,Jupiter Ascending,124.0,Jupiter Ascending,28,Action
76757,Jupiter Ascending,124.0,Jupiter Ascending,12,Adventure
258489,The Legend of Tarzan,109.0,The Legend of Tarzan,28,Action
258489,The Legend of Tarzan,109.0,The Legend of Tarzan,12,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",10751,Family
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",14,Fantasy
246655,X-Men: Apocalypse,144.0,X-Men: Apocalypse,878,Science Fiction
155,The Dark Knight,152.0,The Dark Knight,18,Drama
155,The Dark Knight,152.0,The Dark Knight,28,Action
155,The Dark Knight,152.0,The Dark Knight,80,Crime
155,The Dark Knight,152.0,The Dark Knight,53,Thriller
14160,Up,96.0,Up,16,Animation
14160,Up,96.0,Up,35,Comedy
14160,Up,96.0,Up,10751,Family
14160,Up,96.0,Up,12,Adventure
15512,Monsters vs Aliens,94.0,Monsters vs Aliens,16,Animation
15512,Monsters vs Aliens,94.0,Monsters vs Aliens,10751,Family
15512,Monsters vs Aliens,94.0,Monsters vs Aliens,12,Adventure
15512,Monsters vs Aliens,94.0,Monsters vs Aliens,878,Science Fiction
1726,Iron Man,126.0,Iron Man,28,Action
1726,Iron Man,126.0,Iron Man,878,Science Fiction
1726,Iron Man,126.0,Iron Man,12,Adventure
44826,Hugo,126.0,Hugo,12,Adventure
44826,Hugo,126.0,Hugo,18,Drama
44826,Hugo,126.0,Hugo,10751,Family
8487,Wild Wild West,106.0,Wild Wild West,28,Action
8487,Wild Wild West,106.0,Wild Wild West,12,Adventure
8487,Wild Wild West,106.0,Wild Wild West,35,Comedy
8487,Wild Wild West,106.0,Wild Wild West,878,Science Fiction
8487,Wild Wild West,106.0,Wild Wild West,37,Western
1735,The Mummy: Tomb of the Dragon Emperor,112.0,The Mummy: Tomb of the Dragon Emperor,12,Adventure
1735,The Mummy: Tomb of the Dragon Emperor,112.0,The Mummy: Tomb of the Dragon Emperor,28,Action
1735,The Mummy: Tomb of the Dragon Emperor,112.0,The Mummy: Tomb of the Dragon Emperor,14,Fantasy
297761,Suicide Squad,123.0,Suicide Squad,28,Action
297761,Suicide Squad,123.0,Suicide Squad,12,Adventure
297761,Suicide Squad,123.0,Suicide Squad,80,Crime
297761,Suicide Squad,123.0,Suicide Squad,14,Fantasy
297761,Suicide Squad,123.0,Suicide Squad,878,Science Fiction
2698,Evan Almighty,96.0,Evan Almighty,14,Fantasy
2698,Evan Almighty,96.0,Evan Almighty,35,Comedy
2698,Evan Almighty,96.0,Evan Almighty,10751,Family
137113,Edge of Tomorrow,113.0,Edge of Tomorrow,28,Action
137113,Edge of Tomorrow,113.0,Edge of Tomorrow,878,Science Fiction
9804,Waterworld,135.0,Waterworld,12,Adventure
9804,Waterworld,135.0,Waterworld,28,Action
14869,G.I. Joe: The Rise of Cobra,118.0,G.I. Joe: The Rise of Cobra,12,Adventure
14869,G.I. Joe: The Rise of Cobra,118.0,G.I. Joe: The Rise of Cobra,28,Action
14869,G.I. Joe: The Rise of Cobra,118.0,G.I. Joe: The Rise of Cobra,53,Thriller
14869,G.I. Joe: The Rise of Cobra,118.0,G.I. Joe: The Rise of Cobra,878,Science Fiction
150540,Inside Out,94.0,Inside Out,18,Drama
150540,Inside Out,94.0,Inside Out,35,Comedy
150540,Inside Out,94.0,Inside Out,16,Animation
150540,Inside Out,94.0,Inside Out,10751,Family
278927,The Jungle Book,106.0,The Jungle Book,10751,Family
278927,The Jungle Book,106.0,The Jungle Book,12,Adventure
278927,The Jungle Book,106.0,The Jungle Book,18,Drama
278927,The Jungle Book,106.0,The Jungle Book,14,Fantasy
10138,Iron Man 2,124.0,Iron Man 2,12,Adventure
10138,Iron Man 2,124.0,Iron Man 2,28,Action
10138,Iron Man 2,124.0,Iron Man 2,878,Science Fiction
58595,Snow White and the Huntsman,127.0,Snow White and the Huntsman,12,Adventure
58595,Snow White and the Huntsman,127.0,Snow White and the Huntsman,14,Fantasy
58595,Snow White and the Huntsman,127.0,Snow White and the Huntsman,18,Drama
102651,Maleficent,97.0,Maleficent,14,Fantasy
102651,Maleficent,97.0,Maleficent,12,Adventure
102651,Maleficent,97.0,Maleficent,28,Action
102651,Maleficent,97.0,Maleficent,10751,Family
102651,Maleficent,97.0,Maleficent,10749,Romance
119450,Dawn of the Planet of the Apes,130.0,Dawn of the Planet of the Apes,878,Science Fiction
119450,Dawn of the Planet of the Apes,130.0,Dawn of the Planet of the Apes,28,Action
119450,Dawn of the Planet of the Apes,130.0,Dawn of the Planet of the Apes,18,Drama
119450,Dawn of the Planet of the Apes,130.0,Dawn of the Planet of the Apes,53,Thriller
79698,The Lovers,109.0,The Lovers,28,Action
79698,The Lovers,109.0,The Lovers,12,Adventure
79698,The Lovers,109.0,The Lovers,878,Science Fiction
79698,The Lovers,109.0,The Lovers,10749,Romance
64686,47 Ronin,119.0,47 Ronin,18,Drama
64686,47 Ronin,119.0,47 Ronin,28,Action
64686,47 Ronin,119.0,47 Ronin,12,Adventure
64686,47 Ronin,119.0,47 Ronin,14,Fantasy
100402,Captain America: The Winter Soldier,136.0,Captain America: The Winter Soldier,28,Action
100402,Captain America: The Winter Soldier,136.0,Captain America: The Winter Soldier,12,Adventure
100402,Captain America: The Winter Soldier,136.0,Captain America: The Winter Soldier,878,Science Fiction
10192,Shrek Forever After,93.0,Shrek Forever After,35,Comedy
10192,Shrek Forever After,93.0,Shrek Forever After,12,Adventure
10192,Shrek Forever After,93.0,Shrek Forever After,14,Fantasy
10192,Shrek Forever After,93.0,Shrek Forever After,16,Animation
10192,Shrek Forever After,93.0,Shrek Forever After,10751,Family
158852,Tomorrowland,130.0,Tomorrowland,12,Adventure
158852,Tomorrowland,130.0,Tomorrowland,10751,Family
158852,Tomorrowland,130.0,Tomorrowland,9648,Mystery
158852,Tomorrowland,130.0,Tomorrowland,878,Science Fiction
177572,Big Hero 6,102.0,Big Hero 6,12,Adventure
177572,Big Hero 6,102.0,Big Hero 6,10751,Family
177572,Big Hero 6,102.0,Big Hero 6,16,Animation
177572,Big Hero 6,102.0,Big Hero 6,28,Action
177572,Big Hero 6,102.0,Big Hero 6,35,Comedy
82690,Wreck-It Ralph,108.0,Wreck-It Ralph,10751,Family
82690,Wreck-It Ralph,108.0,Wreck-It Ralph,16,Animation
82690,Wreck-It Ralph,108.0,Wreck-It Ralph,35,Comedy
82690,Wreck-It Ralph,108.0,Wreck-It Ralph,12,Adventure
5255,The Polar Express,100.0,The Polar Express,12,Adventure
5255,The Polar Express,100.0,The Polar Express,16,Animation
5255,The Polar Express,100.0,The Polar Express,10751,Family
5255,The Polar Express,100.0,The Polar Express,14,Fantasy
47933,Independence Day: Resurgence,120.0,Independence Day: Resurgence,28,Action
47933,Independence Day: Resurgence,120.0,Independence Day: Resurgence,12,Adventure
47933,Independence Day: Resurgence,120.0,Independence Day: Resurgence,878,Science Fiction
10191,How to Train Your Dragon,98.0,How to Train Your Dragon,14,Fantasy
10191,How to Train Your Dragon,98.0,How to Train Your Dragon,12,Adventure
10191,How to Train Your Dragon,98.0,How to Train Your Dragon,16,Animation
10191,How to Train Your Dragon,98.0,How to Train Your Dragon,10751,Family
296,Terminator 3: Rise of the Machines,109.0,Terminator 3: Rise of the Machines,28,Action
296,Terminator 3: Rise of the Machines,109.0,Terminator 3: Rise of the Machines,53,Thriller
296,Terminator 3: Rise of the Machines,109.0,Terminator 3: Rise of the Machines,878,Science Fiction
118340,Guardians of the Galaxy,121.0,Guardians of the Galaxy,28,Action
118340,Guardians of the Galaxy,121.0,Guardians of the Galaxy,878,Science Fiction
118340,Guardians of the Galaxy,121.0,Guardians of the Galaxy,12,Adventure
157336,Interstellar,169.0,Interstellar,12,Adventure
157336,Interstellar,169.0,Interstellar,18,Drama
157336,Interstellar,169.0,Interstellar,878,Science Fiction
27205,Inception,148.0,Inception,28,Action
27205,Inception,148.0,Inception,53,Thriller
27205,Inception,148.0,Inception,878,Science Fiction
27205,Inception,148.0,Inception,9648,Mystery
27205,Inception,148.0,Inception,12,Adventure
315011,シン・ゴジラ,120.0,Shin Godzilla,28,Action
315011,シン・ゴジラ,120.0,Shin Godzilla,12,Adventure
315011,シン・ゴジラ,120.0,Shin Godzilla,18,Drama
315011,シン・ゴジラ,120.0,Shin Godzilla,27,Horror
315011,シン・ゴジラ,120.0,Shin Godzilla,878,Science Fiction
49051,The Hobbit: An Unexpected Journey,169.0,The Hobbit: An Unexpected Journey,12,Adventure
49051,The Hobbit: An Unexpected Journey,169.0,The Hobbit: An Unexpected Journey,14,Fantasy
49051,The Hobbit: An Unexpected Journey,169.0,The Hobbit: An Unexpected Journey,28,Action
9799,The Fast and the Furious,106.0,The Fast and the Furious,28,Action
9799,The Fast and the Furious,106.0,The Fast and the Furious,80,Crime
9799,The Fast and the Furious,106.0,The Fast and the Furious,53,Thriller
4922,The Curious Case of Benjamin Button,166.0,The Curious Case of Benjamin Button,14,Fantasy
4922,The Curious Case of Benjamin Button,166.0,The Curious Case of Benjamin Button,18,Drama
4922,The Curious Case of Benjamin Button,166.0,The Curious Case of Benjamin Button,53,Thriller
4922,The Curious Case of Benjamin Button,166.0,The Curious Case of Benjamin Button,9648,Mystery
4922,The Curious Case of Benjamin Button,166.0,The Curious Case of Benjamin Button,10749,Romance
49538,X-Men: First Class,132.0,X-Men: First Class,28,Action
49538,X-Men: First Class,132.0,X-Men: First Class,878,Science Fiction
49538,X-Men: First Class,132.0,X-Men: First Class,12,Adventure
131634,The Hunger Games: Mockingjay - Part 2,137.0,The Hunger Games: Mockingjay - Part 2,28,Action
131634,The Hunger Games: Mockingjay - Part 2,137.0,The Hunger Games: Mockingjay - Part 2,12,Adventure
131634,The Hunger Games: Mockingjay - Part 2,137.0,The Hunger Games: Mockingjay - Part 2,878,Science Fiction
27022,The Sorcerer's Apprentice,109.0,The Sorcerer's Apprentice,14,Fantasy
27022,The Sorcerer's Apprentice,109.0,The Sorcerer's Apprentice,12,Adventure
27022,The Sorcerer's Apprentice,109.0,The Sorcerer's Apprentice,28,Action
27022,The Sorcerer's Apprentice,109.0,The Sorcerer's Apprentice,35,Comedy
27022,The Sorcerer's Apprentice,109.0,The Sorcerer's Apprentice,18,Drama
503,Poseidon,99.0,Poseidon,12,Adventure
503,Poseidon,99.0,Poseidon,28,Action
503,Poseidon,99.0,Poseidon,18,Drama
503,Poseidon,99.0,Poseidon,53,Thriller
241259,Alice Through the Looking Glass,113.0,Alice Through the Looking Glass,14,Fantasy
810,Shrek the Third,93.0,Shrek the Third,14,Fantasy
810,Shrek the Third,93.0,Shrek the Third,12,Adventure
810,Shrek the Third,93.0,Shrek the Third,16,Animation
810,Shrek the Third,93.0,Shrek the Third,35,Comedy
810,Shrek the Third,93.0,Shrek the Third,10751,Family
68735,Warcraft,123.0,Warcraft,28,Action
68735,Warcraft,123.0,Warcraft,12,Adventure
68735,Warcraft,123.0,Warcraft,14,Fantasy
87101,Terminator Genisys,126.0,Terminator Genisys,878,Science Fiction
87101,Terminator Genisys,126.0,Terminator Genisys,28,Action
87101,Terminator Genisys,126.0,Terminator Genisys,53,Thriller
87101,Terminator Genisys,126.0,Terminator Genisys,12,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,12,Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,10751,Family
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,14,Fantasy
676,Pearl Harbor,183.0,Pearl Harbor,36,History
676,Pearl Harbor,183.0,Pearl Harbor,10749,Romance
676,Pearl Harbor,183.0,Pearl Harbor,10752,War
1858,Transformers,144.0,Transformers,12,Adventure
1858,Transformers,144.0,Transformers,878,Science Fiction
1858,Transformers,144.0,Transformers,28,Action
1966,Alexander,175.0,Alexander,10752,War
1966,Alexander,175.0,Alexander,36,History
1966,Alexander,175.0,Alexander,28,Action
1966,Alexander,175.0,Alexander,12,Adventure
1966,Alexander,175.0,Alexander,18,Drama
1966,Alexander,175.0,Alexander,10749,Romance
675,Harry Potter and the Order of the Phoenix,138.0,Harry Potter and the Order of the Phoenix,12,Adventure
675,Harry Potter and the Order of the Phoenix,138.0,Harry Potter and the Order of the Phoenix,14,Fantasy
675,Harry Potter and the Order of the Phoenix,138.0,Harry Potter and the Order of the Phoenix,10751,Family
675,Harry Potter and the Order of the Phoenix,138.0,Harry Potter and the Order of the Phoenix,9648,Mystery
674,Harry Potter and the Goblet of Fire,157.0,Harry Potter and the Goblet of Fire,12,Adventure
674,Harry Potter and the Goblet of Fire,157.0,Harry Potter and the Goblet of Fire,14,Fantasy
674,Harry Potter and the Goblet of Fire,157.0,Harry Potter and the Goblet of Fire,10751,Family
8960,Hancock,92.0,Hancock,14,Fantasy
8960,Hancock,92.0,Hancock,28,Action
6479,I Am Legend,101.0,I Am Legend,18,Drama
6479,I Am Legend,101.0,I Am Legend,27,Horror
6479,I Am Legend,101.0,I Am Legend,28,Action
6479,I Am Legend,101.0,I Am Legend,53,Thriller
6479,I Am Legend,101.0,I Am Legend,878,Science Fiction
118,Charlie and the Chocolate Factory,115.0,Charlie and the Chocolate Factory,12,Adventure
118,Charlie and the Chocolate Factory,115.0,Charlie and the Chocolate Factory,35,Comedy
118,Charlie and the Chocolate Factory,115.0,Charlie and the Chocolate Factory,10751,Family
118,Charlie and the Chocolate Factory,115.0,Charlie and the Chocolate Factory,14,Fantasy
2062,Ratatouille,111.0,Ratatouille,16,Animation
2062,Ratatouille,111.0,Ratatouille,35,Comedy
2062,Ratatouille,111.0,Ratatouille,10751,Family
2062,Ratatouille,111.0,Ratatouille,14,Fantasy
272,Batman Begins,140.0,Batman Begins,28,Action
272,Batman Begins,140.0,Batman Begins,80,Crime
272,Batman Begins,140.0,Batman Begins,18,Drama
10527,Madagascar: Escape 2 Africa,89.0,Madagascar: Escape 2 Africa,10751,Family
10527,Madagascar: Escape 2 Africa,89.0,Madagascar: Escape 2 Africa,16,Animation
18360,Night at the Museum: Battle of the Smithsonian,105.0,Night at the Museum: Battle of the Smithsonian,12,Adventure
18360,Night at the Museum: Battle of the Smithsonian,105.0,Night at the Museum: Battle of the Smithsonian,14,Fantasy
18360,Night at the Museum: Battle of the Smithsonian,105.0,Night at the Museum: Battle of the Smithsonian,28,Action
18360,Night at the Museum: Battle of the Smithsonian,105.0,Night at the Museum: Battle of the Smithsonian,35,Comedy
